Variable Name,context,Item_content,Responses,Domain,Sub-Domain
PFC48, ,"Are you able to carry household items, such as heavy boxes or furniture, up a flight of stairs?",5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part III Items
PFC49, ,Are you able to water a house plant?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part III Items
PFC50, ,Are you able to turn your head and look over your shoulder?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part III Items
PFC51, ,Are you able to wipe yourself after using the toilet?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part III Items
PFC52, ,Are you able to turn from side to side in bed?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part III Items
PFC53, ,Are you able to get in and out of bed?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part III Items
PFC54, ,Does your health now limit you in getting in and out of the bathtub?,5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part III Items
PFC55, ,Does your health now limit you in traveling by bus or train?,5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part III Items
PFC56, ,Does your health now limit you in walking about the house?,5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part III Items
SRPPER01,In the past 7 days,I have trouble meeting the needs of my family,5 = Never 4 = Rarely 3 = Sometimes 3 = Often 1 = Always,Social Role,Performance Items
SRPPER02,In the past 7 days,I am limited in doing my work (include work at home),5 = Never 4 = Rarely 3 = Sometimes 3 = Often 1 = Always,Social Role,Performance Items
SRPPER03,In the past 7 days,I have to limit social activities outside my home,5 = Never 4 = Rarely 3 = Sometimes 3 = Often 1 = Always,Social Role,Performance Items
SRPPER04,In the past 7 days,I am able to participate in recreational activities,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER05,In the past 7 days,I can do everything for my family that I feel I should do,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER06,In the past 7 days,I am accomplishing as much as usual at work (include work at home),1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER07,In the past 7 days,I am able to do all of the family activities that I expect I should do,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER08,In the past 7 days,I am able to do all of the family activities that are really important to me,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER09,In the past 7 days,I can do everything for work that I want to do (include work at home),1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER10,In the past 7 days,I am able to do all of my regular family activities,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER11,In the past 7 days,I am able to do all of my regular leisure activities,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER12,In the past 7 days,I am able to do all of the leisure activities that are really important to me,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER13,In the past 7 days,I am doing fewer social activities with groups of people,5 = Never 4 = Rarely 3 = Sometimes 3 = Often 1 = Always,Social Role,Performance Items
SRPPER14,In the past 7 days,I have to limit my regular family activities,5 = Never 4 = Rarely 3 = Sometimes 3 = Often 1 = Always,Social Role,Performance Items
SRPPER15,In the past 7 days,I have to limit the things I do for fun outside my home,5 = Never 4 = Rarely 3 = Sometimes 3 = Often 1 = Always,Social Role,Performance Items
SRPPER16,In the past 7 days,I have to do my work for shorter periods of time than usual (include work at home),5 = Never 4 = Rarely 3 = Sometimes 3 = Often 1 = Always,Social Role,Performance Items
SRPPER17,In the past 7 days,I feel limited in the amount of time I have for my family,5 = Never 4 = Rarely 3 = Sometimes 3 = Often 1 = Always,Social Role,Performance Items
SRPPER18,In the past 7 days,I am able to do all of the family activities that I want to do,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER19,In the past 7 days,My ability to work is as good as it can be (include work at home),1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER20,In the past 7 days,I am able to do all of the activities with friends that are really important to me,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER21,In the past 7 days,I can do all the leisure activities that I want to do,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER22,In the past 7 days,I can keep up with my family responsibilities,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER23,In the past 7 days,I am able to do all of my usual work (include work at home),1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER24,In the past 7 days,I am able to do all of the family activities that people expect me to do,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER25,In the past 7 days,I am able to do all the leisure activities that I expect I should do,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER26,In the past 7 days,I am able to do all of the work that is really important to me (include work at home),1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER27,In the past 7 days,"I have to limit the things I do for fun at home (like reading, listening to music, etc.)",5 = Never 4 = Rarely 3 = Sometimes 3 = Often 1 = Always,Social Role,Performance Items
SRPPER28,In the past 7 days,I have to limit my regular activities with friends,5 = Never 4 = Rarely 3 = Sometimes 3 = Often 1 = Always,Social Role,Performance Items
SRPPER29,In the past 7 days,I have to do my hobbies or leisure activities for shorter periods of time than usual,5 = Never 4 = Rarely 3 = Sometimes 3 = Often 1 = Always,Social Role,Performance Items
SRPPER30,In the past 7 days,I feel limited in my ability to visit relatives,5 = Never 4 = Rarely 3 = Sometimes 3 = Often 1 = Always,Social Role,Performance Items
SRPPER31,In the past 7 days,I have trouble taking care of my regular personal and household responsibilities,5 = Never 4 = Rarely 3 = Sometimes 3 = Often 1 = Always,Social Role,Performance Items
SRPPER32,In the past 7 days,I am able to do all of my regular activities with friends,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER33,In the past 7 days,I am able to run errands as much as usual,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER34,In the past 7 days,I am able to do all of the leisure activities that people expect me to do,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER35,In the past 7 days,I can do everything for my friends that I want to do,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER36,In the past 7 days,I am able to do all of the activities with friends that I expect I should do,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER37,In the past 7 days,I am able to do all of the work that I expect of myself (include work at home),1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER38,In the past 7 days,My ability to socialize with my friends is as good as it can be,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER39,In the past 7 days,I am able to do all of the community activities that people expect me to do,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER40,In the past 7 days,My ability to do hobbies or leisure activities is as good as it can be,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER41,In the past 7 days,I have to limit my hobbies or leisure activities,5 = Never 4 = Rarely 3 = Sometimes 3 = Often 1 = Always,Social Role,Performance Items
SRPPER42,In the past 7 days,I feel limited in my ability to visit friends,5 = Never 4 = Rarely 3 = Sometimes 3 = Often 1 = Always,Social Role,Performance Items
SRPPER43,In the past 7 days,I have trouble keeping in touch with others,5 = Never 4 = Rarely 3 = Sometimes 3 = Often 1 = Always,Social Role,Performance Items
SRPPER44,In the past 7 days,I have trouble doing my regular daily chores/tasks,5 = Never 4 = Rarely 3 = Sometimes 3 = Often 1 = Always,Social Role,Performance Items
SRPPER45,In the past 7 days,I can keep up with my social responsibilities,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER46,In the past 7 days,I am able to do all of the activities with friends that I want to do,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER47,In the past 7 days,I can keep up with my work responsibilities (include work at home),1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER48,In the past 7 days,I am able to go out for entertainment as much as I want,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER49,In the past 7 days,I am able to maintain my friendships as much as I would like,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER50,In the past 7 days,I am able to do all of the community activities that are really important to me,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER51,In the past 7 days,I am able to perform my daily routines,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER52,In the past 7 days,I am able to do all of the activities with friends that people expect me to do,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER53,In the past 7 days,I am able to do all of the work that people expect me to do (include work at home),1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER54,In the past 7 days,I can do everything for my friends that I feel I should do,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Social Role,Performance Items
SRPPER55,In the past 7 days,I feel limited in the amount of time I have to visit friends,5 = Never 4 = Rarely 3 = Sometimes 3 = Often 1 = Always,Social Role,Performance Items
SRPPER56,In the past 7 days,I feel limited in the amount of time I have to visit relatives,5 = Never 4 = Rarely 3 = Sometimes 3 = Often 1 = Always,Social Role,Performance Items
SRPSAT01,In the past 7 days,I am bothered if I have to depend on my family for help,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Social Role,Satisfaction Items
SRPSAT02,In the past 7 days,I am bothered by limitations in performing my work (include work at home),5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Social Role,Satisfaction Items
